time,text,Sentiment
01:59:42,"I tell myself I'm ready for anything, but as the minutes tick down I become more unsure &amp; anxious. Going off line f… https://t.co/0VvYTGyErp",0
01:59:56,💯 Episodes 🎉🍾 Conspiracy Theory Part 3 then Part 4 #MajorCrimes watching from #WestCoast time #SaveMajorCrimes 💜,1
02:00:09,"The 100th Episode of #MajorCrimes starts NOW!!!! 
Tuesday, December 19th
9pm ET on TNT
Followed by a 2nd all new ep… https://t.co/8ZaKpdUxko",0
02:00:12,Sorry I can't watch with you all tonight but 2 hrs sleep and a full day of work is not a good look🤣🤣 Enjoy the show… https://t.co/dIFLRBUEXf,0
02:00:16,RT @DanieldiTomass0: @danielditomasso So excited for @MajorCrimesTNT reaching 100 episodes and to watch #MajorCrimes tonight!,1
02:00:18,#MajorCrimes,1
02:00:19,"Just got a limited #MajorCrimes sticker, get yours now at https://t.co/0KoZDyHqtA! #telfie  (via @telfieapp)
https://t.co/5yst0hm2Sh",0
02:00:20,RT @danielditomasso: 100th episode tonight!  A huge congrats to the #MajorCrimes family and an immense thank you to the fans.  Back to back…,1
02:00:20,It’s time! #MajorCrimes I’m nervous as hell! I will be sitting on the floor for the next two hours!,0
02:00:24,"💜 No matter what happens tonight, we’re reminded of these words from Laura Roslin:

“And we WILL get through this,… https://t.co/JyPs1jQATN",0
02:00:25,Here we go…. #MajorCrimes #DarthForever ❤️💔,1
02:00:29,"Ugh, here we go. #majorcrimes",0
02:00:36,@StarlaYarbrough @MaryMcDonnell10 @RealTonyDenison I'll never understand TNT &amp; their so called logic in cancelling #MajorCrimes .... 😔,0
02:00:40,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:00:56,Watching Major Crimes https://t.co/fjuWNJevqT @tntdrama @MajorCrimesTNT #MajorCrimes #nowwatching #telfie (via… https://t.co/PjNMSHG5d5,0
02:01:06,Conspiracy Theory: Part 3 starts NOW! #MajorCrimes,0
02:01:11,"RT @MajorCrimesSMC: The 100th Episode of #MajorCrimes starts NOW!!!! 
Tuesday, December 19th
9pm ET on TNT
Followed by a 2nd all new episod…",0
02:01:17,RT @Eyes4Jan: Congratulations to the cast and crew on 100 episodes #MajorCrimes,1
02:01:17,RT @cmcgeesmith: Sorry I can't watch with you all tonight but 2 hrs sleep and a full day of work is not a good look🤣🤣 Enjoy the shows &amp; the…,0
02:01:24,My wish for tonight's #MajorCrimes episodes...that @billy_burke makes a surprise appearance at the end as Philip St… https://t.co/lUbMDCjCid,0
02:01:26,RT @Kunigunde12: #savemajorcrimes @CBS @CBSTweet @cbstv @amazon @AmazonVideo @warnerbrostv @EpixHD @epixpress https://t.co/4at7BJBfZl,0
02:01:27,I’ll never be ready #MajorCrimes #DarthForever,0
02:01:29,#MajorCrimes !!! https://t.co/J0E0Hj50la,0
02:01:30,#MajorCrimes I'm here. Not ready but here. Let's do it.,0
02:01:35,RT @danielditomasso: 100th episode tonight!  A huge congrats to the #MajorCrimes family and an immense thank you to the fans.  Back to back…,1
02:01:36,"@danielditomasso Ready to watch #MajorCrimes episode 100 tonite! Love the show, cast, crew-have grown very fond of Wes too!",1
02:01:46,Woohoo... #majorcrimes  2 hour fall finale starting.  @MajorCrimesTNT,0
02:01:51,#majorcrimes @tntdrama,1
02:02:09,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV MRI machines....not a fan.,0
02:02:17,Actual footage of me tonight when the focus of the show isn’t on Sharon. #MajorCrimes https://t.co/pudk5yv2eZ,1
02:02:23,I'm outs tweebs :wave: See you all on the other side of 101. #MajorCrimes,1
02:02:29,Watching these episodes tonight is so difficult.... #MajorCrimes,0
02:02:35,"Just got a limited #MajorCrimes sticker, get yours now at https://t.co/claiP0YbOt! #telfie  (via @telfieapp)
https://t.co/sgZERBKYXx",0
02:02:40,can i just watch One goddamn thing with mary mcdonnell where she isn’t Acting™️ through a terminal illness? one thing??? #majorcrimes,0
02:02:49,Sharon has teal socks! #MajorCrimes #Shandy,1
02:03:12,I cannot even with this right now. ❤️💔 #MajorCrimes #DarthForever,0
02:03:18,The very first scene is already making my anxiety rise! #MajorCrimes,0
02:03:33,Pacemaker????? OMG!!!!    #MajorCrimes,1
02:03:34,😱🚨 Sharon heart condition was worst. 😱 #MajorCrimes,0
02:03:43,Whoa...surgery??? Um.  #majorcrimes,0
02:03:57,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV High tech med.... I love it,1
02:03:58,Oh no! 😱 #MajorCrimes,0
02:04:10,😱 Heart transplant 😱#MajorCrimes,0
02:04:11,"Small surgery, it will help you Sharon. Don't fight it! #MajorCrimes",0
02:04:38,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Heart transplant???? Ok...did they say that before??,0
02:04:53,I can’t even 😭 #MajorCrimes,0
02:04:54,I’m not ready for this! So not ready for any of this! 💔💔💔 #MajorCrimes,1
02:04:56,Total workaholic #MajorCrimes,0
02:05:10,"rotflmao, I love Sharon so much #majorcrimes",1
02:05:19,"RT @MajorCrimesSMC: 1 hour...ONE HOUR til the 100th Episode of #MajorCrimes TONIGHT!!!!
Tuesday, December 19th
9pm ET on TNT
Followed by a…",1
02:05:23,Poor Andy facial expression priceless while cardiologist explained to him Sharon condition.  #MajorCrimes,0
02:05:27,"""No stairs, no running, no jumping and... no sex"" - deep breaths Andy! #MajorCrimes @RealTonyDenison",0
02:05:31,Why are you still working Darth?? why??? oh. Right. On your terms. Always. Them the rules!  #MajorCrimes #Darth,1
02:05:37,"All I know if Sharon doesn't make it, I'm going to be very cross. #MajorCrimes",0
02:05:49,And there she is back to work...w/o being back at work. LOL! @MajorCrimesTNT  #MajorCrimes,0
02:05:50,#MajorCrimes that wireless tech is equally awesome and creepy,1
02:05:53,Watching #MajorCrimes with my besties despite the distance @kate04us @Jenlynn219 💜,1
02:05:54,wow....this heart doctor is very empathetic and great in delivering bad news #MajorCrimes,0
02:06:01,"RT @AShippersLife: 💜 No matter what happens tonight, we’re reminded of these words from Laura Roslin:

“And we WILL get through this, all o…",0
02:06:05,"💜 Doc: “Do you have something better to do than maybe save your life?”

NOOOOO, she doesn’t!! NOTHING is more impor… https://t.co/aSW8o31zuQ",0
02:06:07,"Doctor, can you put my pacemaker/AED surgery while I solve this case? #MajorCrimes @MaryMcDonnell10 @RealTonyDenison",0
02:06:09,"RT @ilonarcari: ""No stairs, no running, no jumping and... no sex"" - deep breaths Andy! #MajorCrimes @RealTonyDenison",0
02:06:18,We are totally face timing this wine/sob/pain/love/heart/Darth fest. #MajorCrimes #DarthForever https://t.co/LnuKq0EFZd,0
02:06:19,"Sharon, honey, you just got surgery, put that phone down! Stop working!!! #MajorCrimes",0
02:06:30,andy be smashing sharon’s cheeks to smithereens hard enough to cause a heart attack? well now i’ve seen everything #majorcrimes,0
02:06:36,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Dude you give bow ties a bad name...,0
02:06:44,Faux Greggo is getting on my last nerve #MajorCrimes,0
02:06:45,This is the only way I could possibly survive this! Love you both so much!!! https://t.co/CJFDG5AOQE,0
02:06:48,RT @smama_bear: 10 million viewers can’t be wrong- they are worth saving!! #SaveMajorCrimes @WarnerBrosEnt @warnerbrostv @CBSTweet @CBS @Al…,1
02:07:00,Everyone is worried! We are as well 😭 #MajorCrimes,0
02:07:27,#MajorCrimes Sharon blowing off her doc after a pacemaker was put in. Wow...,0
02:07:29,"Sharon you need to put that phone down! Andy, please tell her it’s for her own good! #LtAndyFlynn #CmdrSharonRaydor #MajorCrimes",0
02:07:51,"Also, excuse me while I faint that we actually mentioned sex. #majorcrimes",1
02:08:03,RT @AShippersLife: #MajorCrimes Live FB Chat: Duff states tonight's 2-parter will be an emotional journey with next week's 2-parter dealing…,0
02:08:04,Watching Major Crimes https://t.co/EiTxufTUiM @tntdrama @MajorCrimesTNT #MajorCrimes #nowwatching #telfie (via… https://t.co/Wj5QGFwjcV,0
02:08:14,Provenza facial expression showing his concern and worried about Sharon medical condition. #MajorCrimes,0
02:08:19,LOL at Julio pulling out the cuffs. Bwahahahaha!  @MajorCrimesTNT #MajorCrimes,1
02:08:24,That poor doctor’s like “This is gonna be a challenge...” 😂 #MajorCrimes @MaryMcDonnell10 @RealTonyDenison,0
02:08:25,"RT @DanieldiTomass0: @danielditomasso #WesNolan and the rest of the 
 #MajorCrimes squad return tonight for two back-to-back episodes #Cons…",1
02:08:27,RT @Eyes4Jan: Congratulations to the cast and crew on 100 episodes #MajorCrimes,1
02:08:44,the faster they get this man and his high pitched screaming ass voice off my tv the better #majorcrimes,1
02:08:44,"Bless her stubborn, Darth self…. ❤️💔 #MajorCrimes #DarthForever",0
02:08:53,"RT @cmcgeesmith: #MajorCrimes #ConspiracyTheory3 #ConspiracyTheory4   Both episodes
Tuesday December 19th  9/8c TNT Don't miss it 🙌  #savem…",0
02:08:54,Gotta love Provenza running the show!! #MajorCrimes,1
02:08:59,RT @BethMcKeeman: #savemajorcrimes https://t.co/NDsWxHpIXs,0
02:09:05,Bonnie son lawyer so dumb. #MajorCrimes,0
02:09:09,"RT @AShippersLife: 💜 Doc: “Do you have something better to do than maybe save your life?”

NOOOOO, she doesn’t!! NOTHING is more important,…",0
02:09:31,"RT @coulocl13: Sharon you need to put that phone down! Andy, please tell her it’s for her own good! #LtAndyFlynn #CmdrSharonRaydor #MajorCr…",0
02:09:43,one box of Kleenex might not be enough! #MajorCrimes,0
02:10:01,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:10:21,Julio scaring the guy while jiggling the handcuffs is the funniest! #MajorCrimes,1
02:10:47,Watching Major Crimes https://t.co/Pr9Fgd8JtX @tntdrama @MajorCrimesTNT #MajorCrimes #nowwatching #telfie (via… https://t.co/pbUcAHbLNg,0
02:10:51,amy and cami making eyes oh my god it’s happening !!!! #majorcrimes,1
02:10:52,"Just got a limited #MajorCrimes sticker, get yours now at https://t.co/AAk5M7gjav! #telfie  (via @telfieapp)
https://t.co/9fa6xBcFRS",0
02:11:07,"Oh, hey, an update on Amy and Coop's relationship status? #majorcrimes",1
02:11:23,"RT @RealStefanieW: Tonight is the night 🎉 
Don't miss 
#MajorCrimes 
Conspiracy Theory part 3/4 
9/8c TNT 
We also celebrate the 💯episode 🎉…",1
02:11:28,"There is no ocean, or state lines, wide enough to keep us apart during this. #FaceTime #MajorCrimes #DarthForever",0
02:11:40,Cami dont date on the job! Duddly noted! Give it up Wes #MajorCrimes,1
02:11:40,RT @RealStefanieW: Don't miss #MajorCrimes Conspiracy Theory part 3/4 Tuesday December 19th 9/8c TNT We're celebrating the 💯 episode too 🙌…,1
02:11:41,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:11:46,"I love you, Cami, even as I continue to eye you with suspicion. #majorcrimes",0
02:11:46,"#MajorCrimes ""being professional is a relative term"" Yes, very ""relative"" #married indeed! @danielditomasso",1
02:11:52,"RT @sarking: Oh, hey, an update on Amy and Coop's relationship status? #majorcrimes",1
02:12:26,Me watching about Sharon heart condition. 😱🚨 #MajorCrimes https://t.co/htukqAxiLL,0
02:12:46,So much this!!!! 💙💙💙 #MajorCrimes #DarthForever https://t.co/iHjRo6kaa9,0
02:12:56,"RT @AShippersLife: 💜 Doc: “Do you have something better to do than maybe save your life?”

NOOOOO, she doesn’t!! NOTHING is more important,…",0
02:12:56,surgery！？ could you tell me what happened pleeaaase?  I'm still stuck in school.... https://t.co/Xith8FFBJp,0
02:13:12,"@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Girl, you talk to much....",0
02:13:20,"I wish this wasn't the last season!! #MajorCrimes @MajorCrimesTNT  
Why didn't shelly just call Wes out? Oooh and the plot thickens!",1
02:13:32,#MajorCrimes I want Julio to have a girlfriend!,0
02:13:42,I love that Wes’s defense for dating on the job is “everyone else is doing it”. like boy if you don’t go get a soci… https://t.co/R95mDOB1XQ,1
02:13:50,RT @RealTonyDenison: Tune in tonight - back to back #MajorCrimes episodes ! Double the #Shandy Double the Drama,0
02:13:51,RT @pineapplecakes: I love that Wes’s defense for dating on the job is “everyone else is doing it”. like boy if you don’t go get a social l…,1
02:13:56,"RT @AShippersLife: 💜 No matter what happens tonight, we’re reminded of these words from Laura Roslin:

“And we WILL get through this, all o…",0
02:14:00,Forever and ever I will laugh about the no sex line. #majorcrimes,1
02:14:01,RT @MajorCrimesHQ: Everyone is worried! We are as well 😭 #MajorCrimes,0
02:14:13,Watching Major Crimes https://t.co/DgIiJMg69i @tntdrama @MajorCrimesTNT #MajorCrimes #nowwatching #telfie (via… https://t.co/s86n9YFuyy,0
02:14:26,"RT @cmcgeesmith: #MajorCrimes #ConspiracyTheory3 #ConspiracyTheory4   Both episodes
Tuesday December 19th  9/8c TNT Don't miss it 🙌  #savem…",0
02:14:29,RT @pineapplecakes: I love that Wes’s defense for dating on the job is “everyone else is doing it”. like boy if you don’t go get a social l…,1
02:14:39,#savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD  Family sticks together https://t.co/wuTvLeGRmK,0
02:14:48,RT @OlidaArnoe: #MajorCrimes Congratulations to you all on the 100th episode! @RealTonyDenison @MaryMcDonnell10 @KatheMazur @RealRaymondCru…,0
02:14:58,Tacos? My treat? @jessicameraz #MajorCrimes #wami,1
02:15:00,#MajorCrimes creator reflects on the 100th episode https://t.co/Xug6PSP7N5,1
02:15:05,"RT @MajorCrimesSMC: Give us something to celebrate!! We really need a 7th season of #MajorCrimes.
It is really smart business to give the #…",0
02:15:10,#MajorCrimes creator reflects on the 100th episode https://t.co/3lgtq4x4JN,1
02:15:38,Come on MC family.....let's make our presence known! #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv… https://t.co/D3DKIKUbuj,0
02:15:56,"RT @RadkaRuseva: Join us this TONIGHT as we celebrate #MajorCrimes 💯 episode Conspiracy Theory Part3 Dec 19th 9/8C
&amp; Part4 10/9C on TNT wat…",1
02:16:05,"RT @cmcgeesmith: #MajorCrimes
Tuesday, December 19th
9pm ET AND 10pm ET
TWO NEW episodes
TNT
Be There!!!
#SaveMajorCrimes @EpixHD @epixpres…",0
02:16:05,"RT @AShippersLife: 💜 No matter what happens tonight, we’re reminded of these words from Laura Roslin:

“And we WILL get through this, all o…",0
02:16:15,RT @SunnyShari: #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD  Family sticks together https://t.co/wuTvLeGRmK,0
02:16:16,RT @OlidaArnoe: #MajorCrimes Congratulations to you all on the 100th episode! @RealTonyDenison @MaryMcDonnell10 @KatheMazur @RealRaymondCru…,0
02:16:21,@danielditomasso @jessicameraz Dude... she is just not that into you :P #MajorCrimes,0
02:16:32,RT @SunnyShari: Come on MC family.....let's make our presence known! #savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD ht…,1
02:16:47,Millions of want a MC season 7 for Christmas.....please make us all smile. It's a win for us and a win for you.… https://t.co/VlfzjwIf91,0
02:16:58,"RT @MajorCrimesSMC: Make this a very joyous holiday season for #MajorCrimes fans.
Make a deal to #SaveMajorCrimes
@EpixHD @epixpress @CBS @…",0
02:17:03,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:17:09,RT @patty_felg: #savemajorcrimes #MajorCrimes @WarnerBrosEnt @warnerbrostv @CBSTweet @CBS @AllAccessCBS @amazon @AmazonVideo @EpixHD @EpixP…,1
02:17:08,Very classy and professional Cami! @jessicameraz  @danielditomasso #MajorCrimes #SaveMajorCrimes https://t.co/KT2BC49VTw,1
02:17:15,RT @danielditomasso: Tacos? My treat? @jessicameraz #MajorCrimes #wami,1
02:17:17,I’m gonna need a cardiologist after this #majorcrimes arc @JamesADuff ya killin me here !love this show #savemajorcrimes,0
02:17:18,#MajorCrimes Still wondering if they will go as far to have her die. Hate to think it. I'm on the fence but was right about the pacemaker.,0
02:17:18,RT @MajorCrimesHQ: Everyone is worried! We are as well 😭 #MajorCrimes,0
02:17:48,"Nice shirt, Sharon. #majorcrimes",1
02:18:03,@ilonarcari Tacos are innocent enough no? #majorcrimes,0
02:18:16,#MajorCrimes more like Stroh make everyone angry,0
02:18:38,RT @verybravo: Tune in tonight for the 100th episode of #MajorCrimes at 9e/6p followed by the series finale of @19two at 10e/7p on @verybra…,1
02:18:45,"Woah, woah Rusty slow down... #MajorCrimes",0
02:18:58,"#MajorCrimes sex offenders and pretty girls are everywhere, not just LA",1
02:19:00,Does Rusty know Sharon update about her heart condition? 🤔 #MajorCrimes,0
02:19:33,Sharon still working hard even at home.  #MajorCrimes,0
02:19:34,@danielditomasso @jessicameraz Very classy and professional Cami! 👮👍 @jessicameraz  @danielditomasso #WesNolan You… https://t.co/wuUwQMu4M0,1
02:19:46,Why are we on this Stroh thing again? 😒😒😴😴😴😴 #MajorCrimes,0
02:20:11,Why is she so stubborn? Dammit Darth. #ButWeLoveIt #Always #MajorCrimes #DarthForever ❤️💔,0
02:20:17,"For someone on the transplant list, Sharon is as hot as ever. #majorcrimes",1
02:20:18,"""ANDY."" rotflmao that was perfect. #majorcrimes",1
02:20:31,RT @Variety: #MajorCrimes creator reflects on the 100th episode https://t.co/Xug6PSP7N5,1
02:20:39,#MajorCrimes Andy's trying to tell Provenza to watch out for Sharon and not gloss it over #Shandy @RealTonyDenison @MaryMcDonnell10,1
02:20:41,RT @Variety: #MajorCrimes creator reflects on the 100th episode https://t.co/Xug6PSP7N5,1
02:20:45,RT @Variety: #MajorCrimes creator reflects on the 100th episode https://t.co/Xug6PSP7N5,1
02:20:49,Andy giving Provenza warning regarding Sharon health. #MajorCrimes,0
02:21:11,"Why doesn’t she just sit her butt down and rest??? FFS, sit down and let your guys take care of the case for a chan… https://t.co/NVpo9Mprp4",0
02:21:40,"Sharon, you really should slow down. I know work is a great distractions but dammit! #MajorCrimes",0
02:21:46,"RT @sarking: ""ANDY."" rotflmao that was perfect. #majorcrimes",1
02:21:48,Uh oh....Proflynnza conference!  #MajorCrimes,0
02:21:52,"“I want to know what the hell is going on with your wife!” Us too, Provenza #ThemsTheRules #Proflynnza #MajorCrimes",1
02:22:00,Don't y'all just love how much technology has changed so much that we now can monitor heart activity by Bluetooth a… https://t.co/M1CmeGf3zD,0
02:22:04,@kate04us Because she is Darth. Stubborn. In Charge. Her terms. Thems the rules! #DarthForever #MajorCrimes,1
02:22:11,#MajorCrimes Poor Julio! #speakerphone,1
02:22:27,"JULIO YOU DIRTY DOG 

YASSSS CUPACABRA GOT GAME 

YES YES BB #MajorCrimes",1
02:22:29,"rotflmao, poor 😍😍😍Julio😍😍😍 #majorcrimes",0
02:22:36,Provenza is all of us. #MajorCrimes #ProvenzaKnows #DarthForever ❤️💔,0
02:22:41,More like Commander Sharon Flynn #MajorCrimes,0
02:22:42,"Just got a limited #MajorCrimes sticker, get yours now at https://t.co/InbiF81miN! #telfie  (via @telfieapp)
https://t.co/YqGVoZ7dfn",0
02:22:49,"RT @drunkasarusrex: JULIO YOU DIRTY DOG 

YASSSS CUPACABRA GOT GAME 

YES YES BB #MajorCrimes",1
02:22:59,"""You have a beautiful voice, by the way."" She's not wrong. #MajorCrimes",0
02:23:00,what NASCAR race stock footage they got playing at the bar? #majorcrimes,1
02:23:06,Linda 📱 for Julio from Las Vegas and she's flirting to him. She have information about Tackle.  #MajorCrimes,0
02:23:12,He does have a nice voice tho @MajorCrimesTNT #MajorCrimes,0
02:23:17,"Oh Julio, you are just so screwed! That was funny. #MajorCrimes",0
02:23:32,@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Poor Julio...this will not end well for him.,1
02:23:44,Poor Julio! 😂😂 #MajorCrimes,1
02:23:58,This is everything #majorcrimes,0
02:24:02,Provenza confronted Andy regarding Sharon health update. #MajorCrimes,0
02:24:19,#MajorCrimes Do you think she's the one Julio tried that Tapped Out guy's method with?,1
02:24:22,"""I hate the police. All you do is lie to me."" Fair. #majorcrimes",0
02:24:48,Julio 😂 #MajorCrimes,1
02:24:59,Awww! Julio have a secret girlfriend named Linda. #MajorCrimes,0
02:25:07,"#MajorCrimes ""I wasn't assulted, I was raped."" Yes you were, thank you for saying it. 💔",1
02:25:25,"@MajorCrimesTNT #MajorCrimes @MajorCrimesTV Wow, what a mess.",0
02:25:30,"💜 While part of us loves seeing Sharon look like her old self &amp; in command, we know it’s her being in denial. And t… https://t.co/Rh4t5C10xb",1
02:26:09,Of no she's not giving the rapist name. #MajorCrimes,1
02:26:17,"RT @MajorCrimesTNT: To honor the 100th episode tonight, the cast of #MajorCrimes celebrated 100 of your amazing comments! Thank you to all…",1
02:26:32,#WesNolan #CamillaPaige #Wami #Polan #MajorCrimes @danielditomasso @jessicameraz #SaveMajorCrimes https://t.co/52mgYcs4QV,0
02:27:01,"@MajorCrimesTNT I really, really wish this wasn’t the last season of #MajorCrimes!!! This episode has been such an… https://t.co/JH4hLMnEhB",0
02:27:03,"#savemajorcrimes @CBS @CBSTweet @CBSTVStudios @warnerbrostv @EpixHD Come on Andy, make her behave! https://t.co/aeCvOK2QAj",0
02:27:13,oh shit sharon is going to end everyone in Vegas #majorcrimes,0
